PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26515623","Familial Amyotrophic Lateral Sclerosis","Boylan K.","Neurol Clin. 2015 Nov;33(4):807-30. doi: 10.1016/j.ncl.2015.07.001. Epub 2015 Sep 8.","Boylan K","Neurol Clin","2015","2015/10/31","PMC4670044","NIHMS707574","10.1016/j.ncl.2015.07.001"
"25085782","Defining the association of TMEM106B variants among frontotemporal lobar degeneration patients with GRN mutations and C9orf72 repeat expansions","Lattante S, Le Ber I, Galimberti D, Serpente M, Rivaud-Péchoux S, Camuzat A, Clot F, Fenoglio C; French research network on FTD and FTD-ALS, Scarpini E, Brice A, Kabashi E.","Neurobiol Aging. 2014 Nov;35(11):2658.e1-2658.e5. doi: 10.1016/j.neurobiolaging.2014.06.023. Epub 2014 Jun 28.","Lattante S","Neurobiol Aging","2014","2014/08/03","","","10.1016/j.neurobiolaging.2014.06.023"
"21276595","Association between divalent metal transport 1 encoding gene (SLC11A2) and disease duration in amyotrophic lateral sclerosis","Blasco H, Vourc'h P, Nadjar Y, Ribourtout B, Gordon PH, Guettard YO, Camu W, Praline J, Meininger V, Andres CR, Corcia P; French ALS study group.","J Neurol Sci. 2011 Apr 15;303(1-2):124-7. doi: 10.1016/j.jns.2010.12.018. Epub 2011 Jan 26.","Blasco H","J Neurol Sci","2011","2011/02/01","","","10.1016/j.jns.2010.12.018"
"14557686","Occupational exposure to metals and solvents and the risk of motor neuron disease. A case-control study","Gait R, Maginnis C, Lewis S, Pickering N, Antoniak M, Hubbard R, Lawson I, Britton J.","Neuroepidemiology. 2003 Nov-Dec;22(6):353-6. doi: 10.1159/000072925.","Gait R","Neuroepidemiology","2003","2003/10/15","","","10.1159/000072925"
"9647903","Magnetic field exposure and neurodegenerative disease mortality among electric utility workers","Savitz DA, Checkoway H, Loomis DP.","Epidemiology. 1998 Jul;9(4):398-404.","Savitz DA","Epidemiology","1998","1998/07/02","","",""
"17538777","Effect of non-steroidal anti-inflammatory medications on the risk of amyotrophic lateral sclerosis","Popat RA, Tanner CM, van den Eeden SK, Bernstein AL, Bloch DA, Leimpeter A, McGuire V, Nelson LM.","Amyotroph Lateral Scler. 2007 Jun;8(3):157-63. doi: 10.1080/17482960601179456.","Popat RA","Amyotroph Lateral Scler","2007","2007/06/01","","","10.1080/17482960601179456"
"25023141","Genome-wide analysis of the heritability of amyotrophic lateral sclerosis","Keller MF, Ferrucci L, Singleton AB, Tienari PJ, Laaksovirta H, Restagno G, Chiò A, Traynor BJ, Nalls MA.","JAMA Neurol. 2014 Sep;71(9):1123-34. doi: 10.1001/jamaneurol.2014.1184.","Keller MF","JAMA Neurol","2014","2014/07/16","PMC4566960","NIHMS719994","10.1001/jamaneurol.2014.1184"
"7747220","Neurodegenerative diseases and risk factors: a literature review","Emard JF, Thouez JP, Gauvreau D.","Soc Sci Med. 1995 Mar;40(6):847-58. doi: 10.1016/0277-9536(94)00138-j.","Emard JF","Soc Sci Med","1995","1995/03/01","","","10.1016/0277-9536(94)00138-j"
"31087715","Antibiotics use and risk of amyotrophic lateral sclerosis in Sweden","Sun J, Zhan Y, Mariosa D, Larsson H, Almqvist C, Ingre C, Zagai U, Pawitan Y, Fang F.","Eur J Neurol. 2019 Nov;26(11):1355-1361. doi: 10.1111/ene.13986. Epub 2019 Jun 7.","Sun J","Eur J Neurol","2019","2019/05/16","","","10.1111/ene.13986"
"23527497","Amyotrophic lateral sclerosis and cancer: a register-based study in Sweden","Fang F, Al-Chalabi A, Ronnevi LO, Turner MR, Wirdefeldt K, Kamel F, Ye W.","Amyotroph Lateral Scler Frontotemporal Degener. 2013 Sep;14(5-6):362-8. doi: 10.3109/21678421.2013.775309. Epub 2013 Mar 26.","Fang F","Amyotroph Lateral Scler Frontotemporal Degener","2013","2013/03/27","PMC5451142","NIHMS855156","10.3109/21678421.2013.775309"
"25613861","Lack of evidence for an association between the V393A variant of COQ2 and amyotrophic lateral sclerosis in a Han Chinese population","Yang X, Xi J, An R, Yu L, Lin Z, Zhou H, Xu Y.","Neurol Sci. 2015 Jul;36(7):1211-5. doi: 10.1007/s10072-015-2083-7. Epub 2015 Jan 23.","Yang X","Neurol Sci","2015","2015/01/24","","","10.1007/s10072-015-2083-7"
"17515539","Prevalence of dementia in Chamorros on Guam: relationship to age, gender, education, and APOE","Galasko D, Salmon D, Gamst A, Olichney J, Thal LJ, Silbert L, Kaye J, Brooks P, Adonay R, Craig UK, Schellenberg G, Borenstein AR.","Neurology. 2007 May 22;68(21):1772-81. doi: 10.1212/01.wnl.0000262028.16738.64.","Galasko D","Neurology","2007","2007/05/23","","","10.1212/01.wnl.0000262028.16738.64"
"29332010","Oligogenic genetic variation of neurodegenerative disease genes in 980 postmortem human brains","Keogh MJ, Wei W, Aryaman J, Wilson I, Talbot K, Turner MR, McKenzie CA, Troakes C, Attems J, Smith C, Al Sarraj S, Morris CM, Ansorge O, Pickering-Brown S, Jones N, Ironside JW, Chinnery PF.","J Neurol Neurosurg Psychiatry. 2018 Aug;89(8):813-816. doi: 10.1136/jnnp-2017-317234. Epub 2018 Jan 13.","Keogh MJ","J Neurol Neurosurg Psychiatry","2018","2018/01/15","PMC6204946","","10.1136/jnnp-2017-317234"
"358005","25 years of neuroepidemiology in the Americas","Kurland LT.","Neurol Neurocir Psiquiatr. 1977;18(2-3 Suppl):129-44.","Kurland LT","Neurol Neurocir Psiquiatr","1977","1977/01/01","","",""
"30567526","The clinical assessment of amyotrophic lateral sclerosis patients' prognosis by ZNF512B gene, neck flexor muscle power score and body mass index (BMI)","Yu CJ, Wang L, Mao SL, Zhang Y, Song LL, Cai LY, Tao Y.","BMC Neurol. 2018 Dec 19;18(1):211. doi: 10.1186/s12883-018-1219-9.","Yu CJ","BMC Neurol","2018","2018/12/21","PMC6299516","","10.1186/s12883-018-1219-9"
"1463680","A case-control study of motor neurone disease: its relation to heritability, and occupational exposures, particularly to solvents","Gunnarsson LG, Bodin L, Söderfeldt B, Axelson O.","Br J Ind Med. 1992 Nov;49(11):791-8. doi: 10.1136/oem.49.11.791.","Gunnarsson LG","Br J Ind Med","1992","1992/11/01","PMC1039327","","10.1136/oem.49.11.791"
"8605448","Parkinson's, Alzheimer's, and motor neurone disease","Ben-Shlomo Y, Whitehead AS, Smith GD.","BMJ. 1996 Mar 23;312(7033):724. doi: 10.1136/bmj.312.7033.724.","Ben-Shlomo Y","BMJ","1996","1996/03/23","PMC2350458","","10.1136/bmj.312.7033.724"
"31449739","Health care professionals' views on psychological factors affecting nutritional behaviour in people with motor neuron disease: A thematic analysis","Zarotti N, Coates E, McGeachan A, Williams I, Beever D, Hackney G, Norman P, Stavroulakis T, White D, White S, Halliday V, McDermott C; HighCALS Study Group.","Br J Health Psychol. 2019 Nov;24(4):953-969. doi: 10.1111/bjhp.12388. Epub 2019 Aug 26.","Zarotti N","Br J Health Psychol","2019","2019/08/27","","","10.1111/bjhp.12388"
"32732921","Functional fine-mapping of noncoding risk variants in amyotrophic lateral sclerosis utilizing convolutional neural network","Yousefian-Jazi A, Sung MK, Lee T, Hong YH, Choi JK, Choi J.","Sci Rep. 2020 Jul 30;10(1):12872. doi: 10.1038/s41598-020-69790-6.","Yousefian-Jazi A","Sci Rep","2020","2020/08/01","PMC7393092","","10.1038/s41598-020-69790-6"
"15519748","Could mitochondrial haplogroups play a role in sporadic amyotrophic lateral sclerosis?","Mancuso M, Conforti FL, Rocchi A, Tessitore A, Muglia M, Tedeschi G, Panza D, Monsurrò M, Sola P, Mandrioli J, Choub A, DelCorona A, Manca ML, Mazzei R, Sprovieri T, Filosto M, Salviati A, Valentino P, Bono F, Caracciolo M, Simone IL, La Bella V, Majorana G, Siciliano G, Murri L, Quattrone A.","Neurosci Lett. 2004 Nov 23;371(2-3):158-62. doi: 10.1016/j.neulet.2004.08.060.","Mancuso M","Neurosci Lett","2004","2004/11/03","","","10.1016/j.neulet.2004.08.060"
"33925016","Histone Methylation Regulation in Neurodegenerative Disorders","Basavarajappa BS, Subbanna S.","Int J Mol Sci. 2021 Apr 28;22(9):4654. doi: 10.3390/ijms22094654.","Basavarajappa BS","Int J Mol Sci","2021","2021/04/30","PMC8125694","","10.3390/ijms22094654"
"29476967","Electronic health record case studies to advance environmental public health tracking","Namulanda G, Qualters J, Vaidyanathan A, Roberts E, Richardson M, Fraser A, McVeigh KH, Patterson S.","J Biomed Inform. 2018 Mar;79:98-104. doi: 10.1016/j.jbi.2018.02.012. Epub 2018 Feb 21.","Namulanda G","J Biomed Inform","2018","2018/02/25","PMC6959197","NIHMS1066754","10.1016/j.jbi.2018.02.012"
"26513301","Pain in amyotrophic lateral sclerosis: Patient and physician perspectives and practices","Stephens HE, Lehman E, Raheja D, Yang C, Walsh S, Mcarthur DB, Simmons Z.","Amyotroph Lateral Scler Frontotemporal Degener. 2015;17(1-2):21-9. doi: 10.3109/21678421.2015.1074701. Epub 2015 Oct 29.","Stephens HE","Amyotroph Lateral Scler Frontotemporal Degener","2015","2015/10/30","","","10.3109/21678421.2015.1074701"
"12810805","Prolonged survival in motor neuron disease: a descriptive study of the King's database 1990-2002","Turner MR, Parton MJ, Shaw CE, Leigh PN, Al-Chalabi A.","J Neurol Neurosurg Psychiatry. 2003 Jul;74(7):995-7. doi: 10.1136/jnnp.74.7.995.","Turner MR","J Neurol Neurosurg Psychiatry","2003","2003/06/18","PMC1738535","","10.1136/jnnp.74.7.995"
"30931641","Telomere length is greater in ALS than in controls: a whole genome sequencing study","Al Khleifat A, Iacoangeli A, Shatunov A, Fang T, Sproviero W, Jones AR, Opie-Martin S, Morrison KE, Shaw PJ, Shaw CE, Powell JF, Dobson R, Newhouse SJ, Al-Chalabi A.","Amyotroph Lateral Scler Frontotemporal Degener. 2019 May;20(3-4):229-234. doi: 10.1080/21678421.2019.1586951. Epub 2019 Apr 1.","Al Khleifat A","Amyotroph Lateral Scler Frontotemporal Degener","2019","2019/04/02","PMC6567548","","10.1080/21678421.2019.1586951"
"20801717","Chromosome 9p21 in sporadic amyotrophic lateral sclerosis in the UK and seven other countries: a genome-wide association study","Shatunov A, Mok K, Newhouse S, Weale ME, Smith B, Vance C, Johnson L, Veldink JH, van Es MA, van den Berg LH, Robberecht W, Van Damme P, Hardiman O, Farmer AE, Lewis CM, Butler AW, Abel O, Andersen PM, Fogh I, Silani V, Chiò A, Traynor BJ, Melki J, Meininger V, Landers JE, McGuffin P, Glass JD, Pall H, Leigh PN, Hardy J, Brown RH Jr, Powell JF, Orrell RW, Morrison KE, Shaw PJ, Shaw CE, Al-Chalabi A.","Lancet Neurol. 2010 Oct;9(10):986-94. doi: 10.1016/S1474-4422(10)70197-6.","Shatunov A","Lancet Neurol","2010","2010/08/31","PMC3257853","","10.1016/S1474-4422(10)70197-6"
"22957717","Primary lateral sclerosis: predicting functional outcome","Almeida V, de Carvalho M, Scotto M, Pinto S, Pinto A, Ohana B, Swash M.","Amyotroph Lateral Scler Frontotemporal Degener. 2013 Mar;14(2):141-5. doi: 10.3109/17482968.2012.719237. Epub 2012 Sep 8.","Almeida V","Amyotroph Lateral Scler Frontotemporal Degener","2013","2012/09/11","","","10.3109/17482968.2012.719237"
"14581684","Riluzole serum concentrations in patients with ALS: associations with side effects and symptoms","Groeneveld GJ, Van Kan HJ, Kalmijn S, Veldink JH, Guchelaar HJ, Wokke JH, Van den Berg LH.","Neurology. 2003 Oct 28;61(8):1141-3. doi: 10.1212/01.wnl.0000090459.76784.49.","Groeneveld GJ","Neurology","2003","2003/10/29","","","10.1212/01.wnl.0000090459.76784.49"
"28593798","Nocebo in motor neuron disease: systematic review and meta-analysis of placebo-controlled clinical trials","Shafiq F, Mitsikostas DD, Zis P.","Amyotroph Lateral Scler Frontotemporal Degener. 2017 Nov;18(7-8):576-582. doi: 10.1080/21678421.2017.1335325. Epub 2017 Jun 8.","Shafiq F","Amyotroph Lateral Scler Frontotemporal Degener","2017","2017/06/09","","","10.1080/21678421.2017.1335325"
"29450726","C9orf72-associated neurodegeneration in ALS-FTD: breaking new ground in ribosomal RNA and nucleolar dysfunction","Herrmann D, Parlato R.","Cell Tissue Res. 2018 Aug;373(2):351-360. doi: 10.1007/s00441-018-2806-1. Epub 2018 Feb 15.","Herrmann D","Cell Tissue Res","2018","2018/02/17","","","10.1007/s00441-018-2806-1"
"16411586","Horses on pasture may be affected by equine motor neuron disease","McGorum BC, Mayhew IG, Amory H, Deprez P, Gillies L, Green K, Mair TS, Nollet H, Wijnberg ID, Hahn CN.","Equine Vet J. 2006 Jan;38(1):47-51. doi: 10.2746/042516406775374207.","McGorum BC","Equine Vet J","2006","2006/01/18","","","10.2746/042516406775374207"
"24804206","Pu-erh tea extract induces the degradation of FET family proteins involved in the pathogenesis of amyotrophic lateral sclerosis","Yu Y, Hayashi S, Cai X, Fang C, Shi W, Tsutsui H, Sheng J.","Biomed Res Int. 2014;2014:254680. doi: 10.1155/2014/254680. Epub 2014 Apr 7.","Yu Y","Biomed Res Int","2014","2014/05/08","PMC3997874","","10.1155/2014/254680"
"30622072","Short-term air pollution exposure and emergency department visits for amyotrophic lateral sclerosis: A time-stratified case-crossover analysis","Myung W, Lee H, Kim H.","Environ Int. 2019 Feb;123:467-475. doi: 10.1016/j.envint.2018.12.042. Epub 2019 Jan 5.","Myung W","Environ Int","2019","2019/01/10","","","10.1016/j.envint.2018.12.042"
"11759342","[Deglutition disorders in the elderly. Epidemiological aspects]","Finiels H, Strubel D, Jacquot JM.","Presse Med. 2001 Nov 10;30(33):1623-34.","Finiels H","Presse Med","2001","2002/01/05","","",""
"11222795","Assessment of aspiration risk in stroke patients with quantification of voluntary cough","Smith Hammond CA, Goldstein LB, Zajac DJ, Gray L, Davenport PW, Bolser DC.","Neurology. 2001 Feb 27;56(4):502-6. doi: 10.1212/wnl.56.4.502.","Smith Hammond CA","Neurology","2001","2001/02/27","","","10.1212/wnl.56.4.502"
"27132081","No association of GPNMB rs156429 polymorphism with Parkinson's disease, amyotrophic lateral sclerosis and multiple system atrophy in Chinese population","Xu Y, Chen Y, Ou R, Wei QQ, Cao B, Chen K, Shang HF.","Neurosci Lett. 2016 May 27;622:113-7. doi: 10.1016/j.neulet.2016.04.060. Epub 2016 Apr 27.","Xu Y","Neurosci Lett","2016","2016/05/02","","","10.1016/j.neulet.2016.04.060"
"28003435","Genetic compendium of 1511 human brains available through the UK Medical Research Council Brain Banks Network Resource","Keogh MJ, Wei W, Wilson I, Coxhead J, Ryan S, Rollinson S, Griffin H, Kurzawa-Akanbi M, Santibanez-Koref M, Talbot K, Turner MR, McKenzie CA, Troakes C, Attems J, Smith C, Al Sarraj S, Morris CM, Ansorge O, Pickering-Brown S, Ironside JW, Chinnery PF.","Genome Res. 2017 Jan;27(1):165-173. doi: 10.1101/gr.210609.116. Epub 2016 Dec 21.","Keogh MJ","Genome Res","2017","2016/12/23","PMC5204341","","10.1101/gr.210609.116"
"20955688","Segmental copy-number gain within the region of isopentenyl diphosphate isomerase genes in sporadic amyotrophic lateral sclerosis","Kato T, Emi M, Sato H, Arawaka S, Wada M, Kawanami T, Katagiri T, Tsuburaya K, Toyoshima I, Tanaka F, Sobue G, Matsubara K.","Biochem Biophys Res Commun. 2010 Nov 12;402(2):438-42. doi: 10.1016/j.bbrc.2010.10.056. Epub 2010 Oct 16.","Kato T","Biochem Biophys Res Commun","2010","2010/10/20","","","10.1016/j.bbrc.2010.10.056"
"34272080","A recessive S174X mutation in Optineurin causes amyotrophic lateral sclerosis through a loss of function via allele-specific nonsense-mediated decay","Gotkine M, de Majo M, Wong CH, Topp SD, Michaelson-Cohen R, Epsztejn-Litman S, Eiges R, Y YL, Kanaan M, Shaked HM, Alahmady N, Vance C, Newhouse SJ, Breen G, Nishimura AL, Shaw CE, Smith BN.","Neurobiol Aging. 2021 Oct;106:351.e1-351.e6. doi: 10.1016/j.neurobiolaging.2021.05.009. Epub 2021 Jun 4.","Gotkine M","Neurobiol Aging","2021","2021/07/17","","","10.1016/j.neurobiolaging.2021.05.009"
"24726768","Analysis of smoking and LPO in ALS","Anand A, Gupta PK, Prabhakar S, Sharma S, Thakur K.","Neurochem Int. 2014 May;71:47-55. doi: 10.1016/j.neuint.2014.04.004. Epub 2014 Apr 12.","Anand A","Neurochem Int","2014","2014/04/15","","","10.1016/j.neuint.2014.04.004"
"28186563","Silencing of the Drosophila ortholog of SOX5 leads to abnormal neuronal development and behavioral impairment","Li A, Hooli B, Mullin K, Tate RE, Bubnys A, Kirchner R, Chapman B, Hofmann O, Hide W, Tanzi RE.","Hum Mol Genet. 2017 Apr 15;26(8):1472-1482. doi: 10.1093/hmg/ddx051.","Li A","Hum Mol Genet","2017","2017/02/11","PMC6075463","","10.1093/hmg/ddx051"
"15849282","A cause for concern?","McCrory P.","Br J Sports Med. 2005 May;39(5):249.","McCrory P","Br J Sports Med","2005","2005/04/26","PMC1725199","",""
"12385592","Role of oxidative stress and antioxidants in neurodegenerative diseases","Rao AV, Balachandran B.","Nutr Neurosci. 2002 Oct;5(5):291-309. doi: 10.1080/1028415021000033767.","Rao AV","Nutr Neurosci","2002","2002/10/19","","","10.1080/1028415021000033767"
"18050798","Change in blood antioxidant status of horses moved from a stable following diagnosis of equine motor neuron disease","Delguste C, de Moffarts B, Kirschvink N, Art T, Pincemail J, Defraigne JO, Amory H, Lekeux P.","Can Vet J. 2007 Nov;48(11):1165-7.","Delguste C","Can Vet J","2007","2007/12/07","PMC2034427","",""
"10714932","Modelling exposure opportunities: estimating relative risk for motor neurone disease in Finland","Sabel CE, Gatrell AC, Löytönen M, Maasilta P, Jokelainen M.","Soc Sci Med. 2000 Apr;50(7-8):1121-37. doi: 10.1016/s0277-9536(99)00360-3.","Sabel CE","Soc Sci Med","2000","2000/03/14","","","10.1016/s0277-9536(99)00360-3"
"26304631","Replication analysis of genetic variants on 17q11.2 and 9p21.2 with sporadic amyotrophic lateral sclerosis and Parkinson's disease in a Chinese population","Chen X, Chen Y, Guo X, Cao B, Wei Q, Ou R, Zhao B, Song W, Wu Y, Shang HF.","Neurobiol Aging. 2015 Nov;36(11):3116.e1-3116.e3. doi: 10.1016/j.neurobiolaging.2015.07.026. Epub 2015 Aug 1.","Chen X","Neurobiol Aging","2015","2015/08/26","","","10.1016/j.neurobiolaging.2015.07.026"
"11308063","The motor dysfunction of patients with knee osteoarthritis in a Chinese population","Cheing GL, Hui-Chan CW.","Arthritis Rheum. 2001 Feb;45(1):62-8. doi: 10.1002/1529-0131(200102)45:1<62::AID-ANR85>3.0.CO;2-W.","Cheing GL","Arthritis Rheum","2001","2001/04/20","","","10.1002/1529-0131(200102)45:1<62::AID-ANR85>3.0.CO;2-W"
"11886367","History of allergic disorders in common neurologic diseases in Japanese patients","Kira J, Osoegawa M, Horiuchi I, Murai H, Minohara M, Ohyagi Y, Furuya H, Tobimatsu S, Yamasaki K, Ochi H.","Acta Neurol Scand. 2002 Mar;105(3):215-20. doi: 10.1034/j.1600-0404.2002.1o028.x.","Kira J","Acta Neurol Scand","2002","2002/03/12","","","10.1034/j.1600-0404.2002.1o028.x"
"18947433","Comparative analysis of the time-dependent functional and molecular changes in spinal cord degeneration induced by the G93A SOD1 gene mutation and by mechanical compression","Malaspina A, Jokic N, Huang WL, Priestley JV.","BMC Genomics. 2008 Oct 23;9:500. doi: 10.1186/1471-2164-9-500.","Malaspina A","BMC Genomics","2008","2008/10/25","PMC2585103","","10.1186/1471-2164-9-500"
"30342765","Analysis of CACNA1A CAG repeat lengths in patients with familial ALS","Brenner D, Müller K, Gastl R, Gorges M, Otto M, Pinkhardt EH, Kassubek J, Weishaupt JH, Ludolph AC.","Neurobiol Aging. 2019 Feb;74:235.e5-235.e8. doi: 10.1016/j.neurobiolaging.2018.09.019. Epub 2018 Sep 22.","Brenner D","Neurobiol Aging","2019","2018/10/22","","","10.1016/j.neurobiolaging.2018.09.019"
"8475687","Rising mortality from motor neurone disease: an explanation","Neilson S, Robinson I, Clifford Rose F, Hunter M.","Acta Neurol Scand. 1993 Mar;87(3):184-91. doi: 10.1111/j.1600-0404.1993.tb04098.x.","Neilson S","Acta Neurol Scand","1993","1993/03/01","","","10.1111/j.1600-0404.1993.tb04098.x"
